uid,text,gold_label,gold_str,pred_dynamic,pred_dynamic_str,correct_dynamic,pred_static,correct_static,pred_bert,correct_bert,pred_vader,correct_vader,noise_score,noise_group,alpha,token_length,emoji_density,repetition_score,code_mixing_ratio,symbol_density,p_vader,p_distilbert,p_final,confidence
27237,RT @ DurexIndia Bade bade deshon mein aisi chhoti chhoti baatein hoti rehti hain ! Celebrate the freedom of love with Durex # LoveIsLove htt â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1857,LOW,0.02,28,0.0,0.0,0.5,0.1786,"[0.383, 0.0, 0.617]","[0.7959, 0.0183, 0.1858]","[0.7877, 0.018, 0.1944]",0.7877
31449,@ sardanarohit @ aajtak Good bhai very good abhi se 2024 ka prachar karna shuru tv k maadhyam se . Ye apki niji raay h â€¦ https // t . co / oeNLpz09rL,0,positive,0,positive,1,0,1,0,1,2,0,0.1836,LOW,0.02,37,0.0,0.0,0.45,0.2432,"[0.209, 0.0, 0.791]","[0.8784, 0.0179, 0.1037]","[0.865, 0.0176, 0.1174]",0.865
10734,RT @ mw _ rao1 Desi moms ki Kam krny ki ajeeb science hoti hai . Aur Agr na mano to foran Dozakh ki dhamki ðŸ¤ðŸ˜Ÿ,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1057,LOW,0.02,32,0.0,0.0,0.2273,0.1875,"[0.0, 0.0, 1.0]","[0.1519, 0.3945, 0.4536]","[0.1489, 0.3867, 0.4645]",0.4645
5739,RT @ pk22940470 How's the # chamche Kya haal hai chamcho ka Bada chilla rahe the Lahul Gandhi bn Gaya pm ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜…ðŸ˜€ðŸ˜…ðŸ˜€ðŸ˜…,1,negative,2,neutral,0,2,0,2,0,2,0,0.1313,LOW,0.02,48,0.0,0.0,0.16,0.4167,"[0.0, 0.0, 1.0]","[0.1308, 0.0937, 0.7755]","[0.1282, 0.0918, 0.78]",0.78
41105,RT @ chirayu _ 96 hamari education system hi chutiye jaisi h ... ghanta achi job milegi . BC itne faltu subjects & alag alag languages padhayi â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.1506,LOW,0.02,30,0.0,0.1,0.2632,0.2333,"[0.0, 0.0, 1.0]","[0.0351, 0.8902, 0.0747]","[0.0344, 0.8724, 0.0932]",0.8724
13394,# StayAwayFromHypocrisy @ Gurmeetramrahim Good morning guru g Bless nd give us power 4 Sewa Simran nd Parmarth Dh â€¦ https // t co / L8iOMoriDG,0,positive,0,positive,1,0,1,0,1,2,0,0.2411,MODERATE,0.25,29,0.0,0.0,0.6429,0.2414,"[0.241, 0.0, 0.759]","[0.8881, 0.0142, 0.0976]","[0.7264, 0.0107, 0.263]",0.7264
30013,à¤¸à¤µà¤¤à¥€à¤¨ # HIT _à¤¸à¤ˆà¤¯à¤¾ _ FIT Bhojpuri song 2019 super hit shishir panti thakur ... https // t . co / EBGheRPK3A via @ YouTube,0,positive,0,positive,1,0,1,0,1,2,0,0.2491,MODERATE,0.25,50,0.0,0.06,0.4737,0.46,"[0.296, 0.0, 0.704]","[0.5908, 0.0251, 0.3842]","[0.5171, 0.0188, 0.4641]",0.5171
11032,Bhai ye to sahi h . mgr hamare pas h hi kya . Bjp ne to achut bna hi diya h . Nfrat bhir hi di logon ke dilon me . Khuda â€¦ https // t . co / QY5A9wAccl,0,positive,2,neutral,0,2,0,2,0,2,0,0.2101,MODERATE,0.25,43,0.0,0.0,0.5455,0.2326,"[0.0, 0.0, 1.0]","[0.1287, 0.416, 0.4554]","[0.0965, 0.312, 0.5915]",0.5915
19785,Wish you many many happy returns of the day @ SirPareshRawal I pray god for your good health and fortune â€¦ https // t co / v8UVVlTXxk,0,positive,0,positive,1,0,1,0,1,2,0,0.1347,LOW,0.02,30,0.0,0.0,0.3158,0.2,"[0.432, 0.0, 0.568]","[0.9124, 0.0141, 0.0734]","[0.9028, 0.0139, 0.0833]",0.9028
21293,@ kaycinpoint guy groove has really fun choreos ! oh haha it doesnt matter jake and erica really do choose good songs tho,2,neutral,0,positive,0,0,0,0,0,2,1,0.1056,LOW,0.02,23,0.0,0.0,0.2941,0.087,"[0.3574, 0.038, 0.6046]","[0.6265, 0.0243, 0.3492]","[0.6211, 0.0245, 0.3544]",0.6211
21155,@ mahisub Gud mrng Actually aapka msg box show naHi kar raha hai otherwise mai aapko msg hi karta Aap mjhe ek msg â€¦ https // t . co / 89XTbVWhUV,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1412,LOW,0.02,34,0.0,0.0,0.3333,0.2059,"[0.0, 0.0, 1.0]","[0.1734, 0.0855, 0.7411]","[0.1699, 0.0838, 0.7463]",0.7463
6056,Es me koi shak nahi k PTI hakumat me opposition siraf apne corrupt leaders ko bachane k lie bhonkte hain mulk k lie â€¦ https // t co / eb6HYYgu00,1,negative,1,negative,1,1,1,1,1,2,0,0.3103,MODERATE,0.25,33,0.0,0.0,0.9333,0.1515,"[0.0, 0.0, 1.0]","[0.0477, 0.8144, 0.1379]","[0.0358, 0.6108, 0.3534]",0.6108
20984,@ BSNLCorporate My complain is network issue mere area me baar baar 3G network chala jate hai aur iski bahut baar co â€¦ https // t co / sbGbhjXgp8,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2964,MODERATE,0.25,33,0.0,0.0,0.8667,0.1818,"[0.0, 0.091, 0.909]","[0.0691, 0.5689, 0.362]","[0.0518, 0.4494, 0.4988]",0.4988
25856,RT @ myeongddo AWW BBY ðŸ˜­ðŸ’–ðŸ’– I LOVE U SO MUCH my dms are always open ðŸ˜‰ https // t . co / 4MQkP7nxo4,0,positive,0,positive,1,0,1,0,1,2,0,0.3051,MODERATE,0.25,35,0.0,0.0,0.7692,0.3714,"[0.225, 0.0, 0.775]","[0.8976, 0.0111, 0.0912]","[0.7295, 0.0083, 0.2622]",0.7295
8240,@ HamidMirPAK Sir leave ..... maza nae ha Pakistan ma kici b media journalist ka .. q k yahn koe such Bolta e nae,1,negative,1,negative,1,1,1,1,1,2,0,0.1896,LOW,0.02,24,0.0,0.2083,0.375,0.125,"[0.117, 0.058, 0.825]","[0.0655, 0.7197, 0.2148]","[0.0665, 0.7064, 0.2271]",0.7064
21721,Today is big festival meri Bharath ma ka beta pure viswa me raaj karega sabke dil me sirf ek naam ' Modiji ' Bharath matha ki jai,0,positive,0,positive,1,0,1,0,1,2,0,0.2348,MODERATE,0.25,27,0.0,0.0,0.7333,0.0741,"[0.118, 0.0, 0.882]","[0.6654, 0.0296, 0.305]","[0.5285, 0.0222, 0.4493]",0.5285
27783,RT @ faysalquraishi Aaj ki # sheri thank you # farhanqiser lovely meeting you all # kamranjillani # adnanjillani # irfanmw # adilmurad # nomanmaso â€¦,2,neutral,0,positive,0,0,0,0,0,2,1,0.2099,MODERATE,0.25,28,0.0,0.0,0.4615,0.3571,"[0.283, 0.0, 0.717]","[0.8533, 0.0133, 0.1334]","[0.7108, 0.01, 0.2793]",0.7108
19625,What an awesome ending to an epic drama # ranjharanjhakardi We will miss you @ IamImranAshraf as # bhola on our scre â€¦ https // t . co / 55P9aTgWwZ,0,positive,0,positive,1,0,1,0,1,2,0,0.1957,LOW,0.02,33,0.0,0.0,0.4706,0.2727,"[0.148, 0.058, 0.794]","[0.8883, 0.0112, 0.1005]","[0.8735, 0.0121, 0.1144]",0.8735
35006,Hiii i just made this acc and i want khh and krnb mutuals !!! i love sik k dpr live crush heize offonoff jus like this or follow me hehe,0,positive,0,positive,1,0,1,0,1,2,0,0.2156,MODERATE,0.25,32,0.0,0.1875,0.5,0.0938,"[0.2733, 0.049, 0.6777]","[0.8881, 0.0108, 0.1012]","[0.7344, 0.0203, 0.2453]",0.7344
17660,RT @ Mehraj _ ali _ k @ humamalik76 @ ZakirKhan012 @ ImranKhanPTI Present jo hai aapki deklo shameless beggars India is fastest growing Â  major Â â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.1912,LOW,0.02,32,0.0,0.0,0.4706,0.25,"[0.0809, 0.1139, 0.8052]","[0.0621, 0.8394, 0.0985]","[0.0625, 0.8249, 0.1126]",0.8249
23605,RT @ iamforfun @ bej _ vikash @ j _ deepakj @ RituRathaur @ vandema09287787 He said not just bjp ppl r Hindus even v r Hindus But as in politics t â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.31,MODERATE,0.25,36,0.0,0.0,0.8667,0.25,"[0.0, 0.0, 1.0]","[0.1291, 0.3084, 0.5625]","[0.0968, 0.2313, 0.6719]",0.6719
17224,@ Zorawar68324101 @ danvir _ chauhan Hindi Rajbhasha he Rashtrabhasa nahi Kripya 10wi tak ki padhai kare,0,positive,2,neutral,0,2,0,2,0,2,0,0.0716,LOW,0.02,19,0.0,0.0,0.1333,0.1579,"[0.0, 0.0, 1.0]","[0.1538, 0.318, 0.5282]","[0.1507, 0.3117, 0.5376]",0.5376
23874,@ its _ fatiiiii Nhi yaar yahan tw 1year walo k bhe khatam ho gye thy,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2531,MODERATE,0.25,16,0.0,0.3125,0.5,0.125,"[0.0, 0.0, 1.0]","[0.1927, 0.149, 0.6582]","[0.1445, 0.1118, 0.7437]",0.7437
11284,@ rssurjewala @ INCIndia Woh sab to theek hai par tumhara sore loser kaha hai !!! Pyaar baant raha tha ab swearing in â€¦ https // t co / 6ubZ8R4rKx,2,neutral,1,negative,0,1,0,1,0,2,1,0.2661,MODERATE,0.25,35,0.0,0.0857,0.625,0.2857,"[0.0, 0.276, 0.724]","[0.0487, 0.8333, 0.1179]","[0.0366, 0.694, 0.2695]",0.694
22701,@ jojojoheeley @ Old _ Ben _ Kay @ Philmoorhouse76 @ mrjamesob So you should be able to evidence your claim . But you can â€™ t . You made it up .,1,negative,2,neutral,0,2,0,2,0,2,0,0.1339,LOW,0.02,36,0.0278,0.0,0.2381,0.2778,"[0.0, 0.0, 1.0]","[0.0924, 0.0678, 0.8398]","[0.0905, 0.0664, 0.8431]",0.8431
25926,RT @ aidilalhafiyz I am sorry for being rude . No I am sorry . It was my fault . Hehe I love you . I love you more . â¤ï¸ Beautiful are those â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1148,LOW,0.02,42,0.0,0.0,0.1923,0.2857,"[0.314, 0.262, 0.424]","[0.8148, 0.0225, 0.1627]","[0.8048, 0.0273, 0.1679]",0.8048
11652,EID ke iss Mubarak mauke par Unik Bazar lekar aaya hai aapke liye dhamekedaar offers Karein 3000 Rs ki khareedari â€¦ https // t co / YHoCCjnKpP,0,positive,0,positive,1,0,1,0,1,2,0,0.0833,LOW,0.02,30,0.0,0.1,0.0833,0.1667,"[0.0, 0.0, 1.0]","[0.6244, 0.0417, 0.3339]","[0.6119, 0.0409, 0.3472]",0.6119
9458,RT @ iamsaratsrk @ bomanirani # HNY2 ki announcement hogyi to humka iss gola me nhi rehna hum nikal jaounga dusre gola me,1,negative,2,neutral,0,2,0,2,0,2,0,0.165,LOW,0.02,24,0.0,0.0,0.4667,0.125,"[0.0, 0.0, 1.0]","[0.1143, 0.1936, 0.692]","[0.1121, 0.1897, 0.6982]",0.6982
11081,kuch apke banaye huye rishte boht khaas hoty hain phr woh apki life mein rahy nah rhy apke dil hamesha rehty or yeh â€¦ https // t . co / vebWBOAkRX,2,neutral,0,positive,0,0,0,0,0,2,1,0.0699,LOW,0.02,34,0.0,0.0,0.1154,0.1765,"[0.0, 0.049, 0.951]","[0.5373, 0.0456, 0.4171]","[0.5265, 0.0457, 0.4278]",0.5265
7285,@ BhimArmyChief Sir Bhim Army join karna Chahata hu M Please help m From Mp ðŸ™ðŸ™ Jay bhim Jay Bharat,0,positive,2,neutral,0,2,0,2,0,2,0,0.269,MODERATE,0.25,25,0.08,0.0,0.75,0.12,"[0.34, 0.0, 0.66]","[0.3474, 0.0262, 0.6264]","[0.3455, 0.0196, 0.6348]",0.6348
2764,@ rkive _ shawn Not this again . Liza and haaru legit had a desi rotten egg on timeline last niggt . With chutiya chutiya everywhere,1,negative,1,negative,1,1,1,1,1,2,0,0.1367,LOW,0.02,26,0.0,0.0,0.3529,0.1538,"[0.0, 0.142, 0.858]","[0.0298, 0.8983, 0.0719]","[0.0292, 0.8832, 0.0876]",0.8832
40419,@ lkopolice @ Akhileshthakurs Ye hai fasism ka phla stape ... 2022 target ... Hehe .. Ensan bnaya hai eshwar ne ...... Ldo aur mro,1,negative,2,neutral,0,2,0,2,0,2,0,0.243,MODERATE,0.25,25,0.0,0.48,0.25,0.24,"[0.0, 0.0, 1.0]","[0.1352, 0.3514, 0.5134]","[0.1014, 0.2635, 0.6351]",0.6351
44227,RT @ myLondis ðŸŽ¶ We've got a beatastic prize up for grabs ðŸŽ§ We've teamed up with our friends at @ vimto & giving you the chance to # WIN a pa â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2432,MODERATE,0.25,37,0.0,0.0,0.6667,0.2162,"[0.411, 0.0, 0.589]","[0.197, 0.027, 0.776]","[0.2505, 0.0202, 0.7292]",0.7292
21965,RT @ pradipkjain1 @ amit645sharma Double attack Modi ka sath gaya Rahul ka Mila Ho gaya khela,2,neutral,2,neutral,1,1,0,1,0,2,1,0.212,MODERATE,0.25,19,0.0,0.0,0.6364,0.1053,"[0.0, 0.181, 0.819]","[0.0976, 0.5538, 0.3486]","[0.0732, 0.4606, 0.4662]",0.4662
25875,@ Redfire450 Chutiya gaye hain chuse huye aam ke fans ðŸ˜ disaster saala khud toh khel leta hain ladkiyon ke saath phir â€¦ https // t co / Ftbg9hVpUs,1,negative,1,negative,1,1,1,1,1,2,0,0.0791,LOW,0.02,36,0.0,0.0,0.1154,0.2222,"[0.0, 0.141, 0.859]","[0.0328, 0.8949, 0.0723]","[0.0321, 0.8798, 0.0881]",0.8798
21921,@ Kavita _ Sharma4 Congress kuj v krle koi fayda nahi Jo hindutva ka teer BJP ne chlaya hjab tak uska todd nahi nik â€¦ https // t . co / FiEiOIRVR4,2,neutral,1,negative,0,1,0,1,0,2,1,0.1718,LOW,0.02,37,0.0,0.0,0.4286,0.2162,"[0.0, 0.0, 1.0]","[0.1024, 0.4651, 0.4325]","[0.1004, 0.4558, 0.4439]",0.4558
18535,@ hatefreebharat @ OM _ MEENA _ NKT @ MukeshSharmaMLA Election Commissioner haram khor ne sabh ke vote usko bech diya . Pai â€¦ https // t . co / M6btp0F6s3,1,negative,1,negative,1,1,1,1,1,2,0,0.1765,LOW,0.02,34,0.0,0.0,0.3529,0.3529,"[0.0, 0.0, 1.0]","[0.0299, 0.9079, 0.0622]","[0.0293, 0.8898, 0.0809]",0.8898
5278,Sab free kar dete hai sir sab bheekh maang kar jeeyege https // t co / 8vHkWztg9b,1,negative,0,positive,0,0,0,0,0,2,0,0.1697,LOW,0.02,18,0.0,0.0,0.4545,0.1667,"[0.191, 0.0, 0.809]","[0.4928, 0.0345, 0.4727]","[0.4867, 0.0338, 0.4794]",0.4867
10444,@ saad _ durrani @ omar _ quraishi PTI walon ka problem ye ha Wo mehngai ko b defend kar rahy hine . Haha,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2417,MODERATE,0.25,24,0.0,0.0,0.6667,0.2083,"[0.234, 0.117, 0.649]","[0.0875, 0.4128, 0.4997]","[0.1241, 0.3389, 0.537]",0.537
43225,Visvas kumar great leader i don't know but he is great human and we like his performance ðŸ˜„ðŸ˜„ðŸŽ¤ https // t co / vzWRzwSdpH,0,positive,0,positive,1,0,1,0,1,2,0,0.2188,MODERATE,0.25,32,0.0,0.0,0.5625,0.25,"[0.389, 0.0, 0.611]","[0.9018, 0.014, 0.0842]","[0.7736, 0.0105, 0.2159]",0.7736
28263,@ dalitsamajindia @ thewirehindi RSS k thee isliye Kyuki kabhi koi veerta ka kaam kartey nahi,1,negative,2,neutral,0,2,0,2,0,2,0,0.1341,LOW,0.02,16,0.0,0.0,0.3636,0.125,"[0.0, 0.0, 1.0]","[0.129, 0.4135, 0.4576]","[0.1264, 0.4052, 0.4684]",0.4684
37439,Thank you so much apka ek new india banane ke liye Koti koti pradam apko,0,positive,0,positive,1,0,1,0,1,2,0,0.18,LOW,0.02,15,0.0,0.0,0.6,0.0,"[0.152, 0.0, 0.848]","[0.8147, 0.0271, 0.1582]","[0.8014, 0.0265, 0.172]",0.8014
1500,RT @_ DreTekDem One thing I â€™ ve realized you can â€™ t force nobody to see the bigger or to see that you got them when nobody else does . Imma ju â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.1385,LOW,0.02,40,0.05,0.0,0.32,0.15,"[0.0, 0.0, 1.0]","[0.1465, 0.0504, 0.8031]","[0.1436, 0.0494, 0.807]",0.807
27390,@ ShashiTharoor Tu gulam hi or gulam rahega murkha bevkuf Desh drohi tu Pappu Khan ka mutre pe or Pakistan ja maderchd,1,negative,1,negative,1,1,1,1,1,2,0,0.1491,LOW,0.02,22,0.0,0.0,0.4667,0.0455,"[0.0, 0.0, 1.0]","[0.043, 0.8725, 0.0845]","[0.0422, 0.855, 0.1028]",0.855
5166,RT @ redribbonmusik â€œ Zindagi har lamha hai khushi kar isse dosti o yaara ve â€¦ â€ dedicate this special song to your besties sung by legendar â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1794,LOW,0.02,36,0.0,0.0,0.45,0.2222,"[0.111, 0.0, 0.889]","[0.5562, 0.0243, 0.4195]","[0.5473, 0.0238, 0.4288]",0.5473
17,@ SHABAZGIL Shukar hai ye pathan nae warna # PTM nay is pr b wae dramay krnay thay . In ki harkato ki waja say bht jal â€¦ https // t . co / u7k1EUYpk3,1,negative,2,neutral,0,2,0,2,0,2,0,0.1759,LOW,0.02,38,0.0,0.0,0.4286,0.2368,"[0.0, 0.0, 1.0]","[0.1236, 0.4181, 0.4583]","[0.1211, 0.4097, 0.4691]",0.4691
17475,@ RubikaLiyaquat Ek dum sahi kaha TV news ke jariye naam kaam liya paisa bana liya or ab boycott ka natak ... Joker saale,1,negative,1,negative,1,1,1,1,1,2,0,0.2787,MODERATE,0.25,24,0.0,0.125,0.7692,0.0833,"[0.06, 0.093, 0.847]","[0.0587, 0.7386, 0.2027]","[0.059, 0.5772, 0.3637]",0.5772
24131,@ nehasinghjazz Fauj ko generally free hand hota hi hai . Par unki 1 limit hai jiske aage politicians ki responsibil â€¦ https // t . co / x3bQEwPcaF,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1912,LOW,0.02,32,0.0,0.0,0.4706,0.25,"[0.236, 0.0, 0.764]","[0.1042, 0.2827, 0.6131]","[0.1069, 0.277, 0.6161]",0.6161
14972,@ jaisal _ amit @ JatinNigam4 @ aslam _ bandvi @ TheSamirAbbas @ narendramodi Bhai kaun janta hai ki usi ne karayi hai ab w â€¦ https // t co / C2n4bK1aCz,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1238,LOW,0.02,36,0.0,0.0,0.1905,0.3333,"[0.0, 0.0, 1.0]","[0.139, 0.2164, 0.6446]","[0.1362, 0.2121, 0.6517]",0.6517
42421,@ SyedaKazmi110 @ WaseemBadami Congrats .. Asia subha apka nam nahe lia dekho retweet de dia na ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜˜ðŸ˜,0,positive,0,positive,1,0,1,0,1,2,0,0.1288,LOW,0.02,33,0.0,0.0,0.1667,0.3939,"[0.185, 0.0, 0.815]","[0.7968, 0.0185, 0.1847]","[0.7845, 0.0182, 0.1973]",0.7845
26724,@ abpnewshindi @ RahulGandhi @ INCIndia Rahul gandhi ne yeh kya sandesh desh ko diya ki party president ko power nahi â€¦ https // t . co / nWArcx79FS,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1957,LOW,0.02,33,0.0,0.0,0.4706,0.2727,"[0.109, 0.0, 0.891]","[0.135, 0.3886, 0.4764]","[0.1344, 0.3809, 0.4847]",0.4847
37891,Modiji to Mota Bhai - 100 run banate nahi Puri Pakistan ki team se aur inn chutiyo ko World Cup jeetna hai !!!â€¦ https // t . co / wCttUcKijP,1,negative,1,negative,1,1,1,1,1,2,0,0.2529,MODERATE,0.25,36,0.0,0.0833,0.5882,0.2778,"[0.0, 0.0, 1.0]","[0.0662, 0.7954, 0.1384]","[0.0497, 0.5965, 0.3538]",0.5965
11377,Aise seedhe muunh pe bol diya @ Arun2981 bada potato ..... Sad ( We boycott you @ divya _ amanna https // t . co / qyLEXvCZ0l,2,neutral,1,negative,0,1,0,1,0,2,1,0.2142,MODERATE,0.25,30,0.0,0.1667,0.375,0.3,"[0.0, 0.231, 0.769]","[0.0802, 0.6886, 0.2312]","[0.0601, 0.5742, 0.3657]",0.5742
20601,RT @ IndivisibleChi ACTION NEEDED The RHA will be heard in the Senate Public Health Committee tomorrow (5/30) at 900 AM Please fill out â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1757,LOW,0.02,29,0.0,0.0,0.4706,0.1724,"[0.091, 0.0, 0.909]","[0.1993, 0.0548, 0.746]","[0.1971, 0.0537, 0.7492]",0.7492
7232,RT @ Radha _ singh0710 gussa ho sakta h bura hoo Par sabse jyada sachai ko gussa hi niklwaata h right or wrong ? ??? @ Shalin â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.2773,MODERATE,0.25,33,0.0,0.0909,0.6667,0.2727,"[0.0, 0.162, 0.838]","[0.1571, 0.0796, 0.7633]","[0.1178, 0.1002, 0.782]",0.782
30579,KUTCH NAHI DEKHA TOH KUCH NAHI DEKHA FOLLOW @ Sampoorna2 FOLLOW US ON FACEBOOK https // t . co / TP5WurymTr FOLLOW US O â€¦ https // t . co / jjgLsiG22q,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2,LOW,0.02,38,0.0,0.0,0.4737,0.2895,"[0.0, 0.0, 1.0]","[0.104, 0.165, 0.7311]","[0.1019, 0.1617, 0.7364]",0.7364
9185,@ mjdawar @ nidaskhan Such kaha apka masla kya ap tu phatano k name p syasat kr rahy ho chutye ghaddar insan,1,negative,1,negative,1,1,1,1,1,2,0,0.1682,LOW,0.02,22,0.0,0.0,0.5,0.0909,"[0.0, 0.0, 1.0]","[0.0343, 0.8778, 0.0879]","[0.0336, 0.8602, 0.1062]",0.8602
1918,@ iamnarendranath Kya media ne theka liya hai Congress ko improve karne ka ? 130 saal purani buddhi jarjar aur sadi g â€¦ https // t . co / GJxmjNh8g4,1,negative,2,neutral,0,2,0,2,0,2,0,0.1971,LOW,0.02,34,0.0,0.0,0.5,0.2353,"[0.112, 0.0, 0.888]","[0.107, 0.2976, 0.5954]","[0.1071, 0.2916, 0.6013]",0.6013
4134,@ MajorPoonia @ MamataOfficial Jai Shri Ram is the mark of respect to Bhagwaan Ram @ narendramodi,2,neutral,0,positive,0,0,0,0,0,2,1,0.2353,MODERATE,0.25,17,0.0,0.0,0.6667,0.1765,"[0.193, 0.0, 0.807]","[0.8171, 0.0246, 0.1583]","[0.6611, 0.0185, 0.3204]",0.6611
15585,@ PMOIndia @ narendramodi Lots of lots best of the best Wishes the Team Modi Sabka Saath Sabka Vikas Sabka â€¦ https // t co / CtHpGhsp5B,0,positive,0,positive,1,0,1,0,1,2,0,0.2452,MODERATE,0.25,31,0.0,0.0,0.6667,0.2258,"[0.333, 0.0, 0.667]","[0.9062, 0.0113, 0.0824]","[0.7629, 0.0085, 0.2286]",0.7629
30146,@ IamSRKfanbig @ RahulVerma4860 @ iamsrk @ Atlee _ dir Pehle chalta tha ab nahi pichle 2 saal ki Bollywood ki track check â€¦ https // t . co / VZKticNi3R,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1511,LOW,0.02,36,0.0,0.0,0.3,0.3056,"[0.0, 0.0, 1.0]","[0.0787, 0.3269, 0.5944]","[0.0771, 0.3204, 0.6025]",0.6025
20936,RT @ BombayBasanti # 32YearsOfMrIndia ( May 29) Hawa Hawaii Karte Hain Hum Pyaar Kaate Nahi Katte Zindagi Ki Yahi Reet Classic superhero mo â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1487,LOW,0.02,28,0.0,0.0,0.3529,0.2143,"[0.0, 0.0, 1.0]","[0.2648, 0.0702, 0.665]","[0.2595, 0.0688, 0.6717]",0.6717
20757,RT @ DonitaJose # Ramzan rush got @ asadowaisi to turn into traffic cop for a while at Fateh Darwaza ðŸ˜„ We feel your pain .. # Hyderabad # Cha â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.216,MODERATE,0.25,35,0.0,0.0,0.5294,0.2857,"[0.0, 0.121, 0.879]","[0.1758, 0.1132, 0.711]","[0.1318, 0.1152, 0.753]",0.753
4304,@_ zindagi _ 5 Muslim samaj ki kutchh ldkiya pakke taur par ' din e islam ' ko manti hai agar usko kisi non muslim se lo â€¦ https // t . co / s8K0bGDa3X,2,neutral,1,negative,0,1,0,1,0,2,1,0.2644,MODERATE,0.25,38,0.0,0.0,0.7059,0.2632,"[0.0, 0.0, 1.0]","[0.083, 0.6834, 0.2336]","[0.0622, 0.5125, 0.4252]",0.5125
24009,@ Gajendr34511205 Sacchi debate se bhagne wale congressi nahi hote . Punjipati yonke ishare par nachanewale media wa â€¦ https // t . co / ssMJo9xRA3,1,negative,2,neutral,0,2,0,1,1,2,0,0.1447,LOW,0.02,32,0.0,0.0,0.3158,0.25,"[0.0, 0.0, 1.0]","[0.1102, 0.445, 0.4448]","[0.108, 0.4361, 0.4559]",0.4559
10865,@_ The _ Daredevil @ shobhit _ pant Andhbhakto ki sulgaane me bahut mazaa aata hai tumhara hijda baap modi kabhi b sahi â€¦ https // t co / QPnT6n3kZ5,1,negative,1,negative,1,1,1,1,1,2,0,0.1429,LOW,0.02,34,0.0,0.0,0.3,0.2647,"[0.061, 0.0, 0.939]","[0.1317, 0.617, 0.2514]","[0.1303, 0.6046, 0.2651]",0.6046
11302,RT @ bhumika7677 ghutan si hone lagi uss ke paas jate hue main khud se rooth gaya hun usey manaate hue ~ Azhar Iqbal,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1395,LOW,0.02,25,0.0,0.0,0.4118,0.08,"[0.0, 0.0, 1.0]","[0.1119, 0.3739, 0.5141]","[0.1097, 0.3665, 0.5238]",0.5238
12308,@ sonofmallah Aabe got 0 claimed 40 Kuch to bol kaya huaa !!!! Tuzhe to fayada hi hua na Ticket bech Kar Paisa banaya tum ne,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2055,MODERATE,0.25,28,0.0,0.1429,0.4706,0.1429,"[0.0, 0.0, 1.0]","[0.0701, 0.6254, 0.3045]","[0.0525, 0.4691, 0.4784]",0.4784
13925,@ Iamkira87130380 @ yadavakhilesh Ab ek aacha aur positive comment dekhne ko mila ...... Hope fir se acche din aa jain .... I miss those days .,0,positive,0,positive,1,0,1,0,1,2,0,0.2894,MODERATE,0.25,29,0.0,0.3448,0.5625,0.1724,"[0.231, 0.057, 0.712]","[0.7965, 0.0146, 0.1889]","[0.6551, 0.0252, 0.3197]",0.6551
21861,@ naqvisahab1 Best dua yeh sab results tou dunia wi hai onke dar se tou buss onhe ke ataat chahye aur bulawa,0,positive,2,neutral,0,2,0,2,0,2,0,0.1687,LOW,0.02,23,0.0,0.0,0.5333,0.0435,"[0.174, 0.0, 0.826]","[0.2454, 0.1833, 0.5713]","[0.2439, 0.1796, 0.5764]",0.5764
23801,Bta den plz hm intezar kr rhe rhe hn @ WaseemBadami https // t . co / XvYgWyFAOa,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1617,LOW,0.02,19,0.0,0.0,0.3636,0.2632,"[0.091, 0.0, 0.909]","[0.1499, 0.0569, 0.7931]","[0.1488, 0.0558, 0.7955]",0.7955
